id,name,description
1009212,Bullseye,
1009213,Bushwacker,
1011101,Butterfly,
1009214,Cable,
1017317,Cable (Deadpool),
1017307,Cable (Marvel: Avengers Alliance),
1011252,Cable (Ultimate),
1017472,Cable (X-Men: Battle of the Atom),
1011209,Calamity,
1009216,Caliban,
1009217,Callisto,
1010912,Callisto (Age of Apocalypse),
1009218,Calypso,
1011139,Cammi,
1009219,Cannonball,
1011276,Cap'n Oz,"William was born into the ClanDestine, making him a creature that is part magic.  After events surrounding the death of his brother Vincent, he moved to Australia where he started an acting career as the superhero Cap'n Oz."
1009220,Captain America,"Vowing to serve his country any way he could, young Steve Rogers took the super soldier serum to become America's one-man army. Fighting for the red, white and blue for over 60 years, Captain America is the living, breathing symbol of freedom and liberty."
1010914,Captain America (House of M),
1017295,Captain America (LEGO Marvel Super Heroes),
1017327,Captain America (Marvel War of Heroes),
1017575,Captain America (Sam Wilson),"<p class=""Body"">Sam Wilson, a Harlem native, previously operated under the name Falcon, fighting alongside the Avengers. When his longtime friend Steve Rogers stepped down as Captain America, Wilson was hand-picked to fill the role. Now the former Falcon soars through the skies wearing red, white and blue.</p>"
1010913,Captain America (Ultimate),
1017105,Captain America/Steve Rogers (MAA),"During World War II, Steve Rogers enlisted in the military and was injected with a super-serum that turned him into super-soldier Captain America! He's a skilled strategist and even more skilled with his shield, but it's his courage and good heart that makes Captain America both a leader and a true hero. "
1009223,Captain Britain,
1017856,Captain Britain (Betsy Braddock),
1010915,Captain Britain (Ultimate),
1011190,Captain Cross,
1011196,Captain Flint,
1010338,Captain Marvel (Carol Danvers),
1011096,Captain Marvel (Genis-Vell),
1009224,Captain Marvel (Mar-Vell),
1011095,Captain Marvel (Monica Rambeau),
1011097,Captain Marvel (Phyla-Vell),
1011355,Captain Midlands,
1009225,Captain Stacy,NYPD Captain George Stacy was the father of one-time Peter Parker girlfriend Gwen Stacy.
1011027,Captain Universe,
1011052,Cardiac,
1010143,Caretaker,
1009226,Cargill,
1011258,Carlie Cooper,
1009688,Carmella Unuscione,Carmella Unuscione was one of the first members of the Magneto's Acolytes.
1009227,Carnage,
1010916,Carnage (Ultimate),
1009261,Carol Danvers,
1009344,Carol Hines,
1011937,Carrion (Malcolm McBride),"Malcolm McBride was transformed into Carrion after coming into contact with a Carrion ""virus"" left behind by the High Evolutionary of the Cult of the Jackal in an effort to discredit the actions of the first Carrion."
1009478,Cassandra Nova,
1009230,Catseye,
1009536,Cecilia Reyes,
1010813,Celestials,
1011039,Centennial,
1011140,Centurions,
1009231,Cerebro,
1011141,Cerise,
1009232,Ch'od,
1009233,Chamber,
1009234,Chameleon,
1010756,Champions,
1011015,Changeling,
1009733,Charles Xavier,
1011331,Charlie Campion,
1012019,Charlie-27,"Like all those who were to live on Jupiter, Charlie's body was bio-genetically engineered to withstand Jupiter's gravity (triple that of Earth), thus giving him a massive body and corresponding strength and endurance."
1010754,Chase Stein,Chase Stein is the son of mad scientists Victor and Janet Stein and is the tech genius of the Runaways.
1011359,Chat,
1009237,Chimera,
1011411,Chores MacGillicudy,
1011187,Christian Walker,
1009238,Chronomancer,
1012065,Chthon,"Chthon is a demon taht possesses incalculable magical power, controlling every aspect of the dimension in which he is trapped."
1011270,ClanDestine,
1009239,Clea,
1014999,Clea (Ultimate),
1010809,Clint Barton,
1009241,Cloak,
1010823,Cloud 9,
1011286,Cobalt Man,
1010676,Colleen Wing,"Colleen Wing was raised in Japan by her grandfather Kanji Ozawa, who taught her the ways of a samurai, in which she became highly skilled, after which she teamed up with Misty Knight at the behest of Tony Stark as a new Heroes for Hire tasked with capturing superhumans who have not registered."
1010798,Colonel America,
1009243,Colossus,
1010917,Colossus (Ultimate),
1011410,Confederates of the Curious,
1009245,Constrictor,
1011407,Contessa (Vera Vidal),
1010346,Controller,
1009246,Cornelius,
1009247,Corsair,
1011353,Cosmo (dog),
1011362,Cottonmouth,
1009249,Count Nefaria,
1009250,Countess,
1011272,Crimson Crusader,
1009251,Crimson Dynamo,
1017323,Crimson Dynamo (Iron Man 3 - The Official Game),
1011169,Crimson King,
1009252,Crossbones,
1009253,Crule,
1009254,Crusher Hogan,
1014991,Crusher Hogan (Ultimate),
1009255,Crystal,
1011268,Cuckoo,
1009244,Curt Conners,
1011174,Cuthbert,
1009256,Cyber,
1009257,Cyclops,
1010918,Cyclops (Ultimate),
1017473,Cyclops (X-Men: Battle of the Atom),
1011385,Cypher,
1011050,D'Ken Neramani,
1009258,Dagger,
1010774,Daily Bugle,
1010719,Daimon Hellstrom,
1011001,Daken,
1011333,Dakota North,
1009259,Damage Control,
1009453,Dani Moonstar,
1010776,Danny Rand,
1009262,Daredevil,"Abandoned by his mother, Matt Murdock was raised by his father, boxer ""Battling Jack"" Murdock, in Hell's Kitchen. Realizing that rules were needed to prevent people from behaving badly, young Matt decided to study law; however, when he saved a man from an oncoming truck, it spilled a radioactive cargo that rendered Matt blind while enhancing his remaining senses. Under the harsh tutelage of blind martial arts master Stick, Matt mastered his heightened senses and became a formidable fighter."
1017292,Daredevil (LEGO Marvel Super Heroes),
1017312,Daredevil (Marvel Heroes),
1010919,Daredevil (Ultimate),
1011306,Dargo Ktor,
1011367,Dark Avengers,
1010907,Dark Beast,
1009265,Dark Phoenix,
1011387,Dark X-Men,
1011020,Darkhawk,
1009266,Darkstar,
1011016,Darwin,
1009267,Dazzler,
1010920,Dazzler (Ultimate),
1010341,Deacon Frost,
1011087,Dead Girl,
1009268,Deadpool,
1017316,Deadpool (Deadpool),
1017336,Deadpool (LEGO Marvel Super Heroes),
1017474,Deadpool (X-Men: Battle of the Atom),
1009269,Death,
1009270,Deathbird,
1011037,Deathcry,
1010890,Deathlok,&nbsp;
1014997,Deathstrike (Ultimate),
1009713,Debra Whitman,
1010717,Debrii,
1011188,Deena Pilgrim,
1011023,Defenders,
1011071,Demogoblin,"Jason Macendale, the newest Hobgoblin was down on his luck and offered the demon N'astirh his soul in exchange for power during the  Inferno crisis, turning him into the Demogoblin."
1009271,Destiny,
1009272,Detective Soap,
1011107,Deviants,
1017583,Devil Dinosaur (Devil Dinosaur),
1017102,Devil Dinosaur (HAS),"They say a dog is man's best friend, so naturally Hulk's best friend is a T-Rex! Devil Dinosaur is the team's trusty prehistoric pet that occasionally lends his massive jaws to the fight. Although he's got tiny arms, Devil's got a big heart and an even bigger bite!"
1011142,Devos,
1011260,Dexter Bennett,
1009273,Diablo,
1009274,Diamondback (Rachel Leighton),
1011040,Dinah Soar,
1010997,Dirk Anger,
1009275,Doc Samson,
1009281,Doctor Doom,
1011103,Doctor Doom (Ultimate),
1011206,Doctor Faustus,
1009276,Doctor Octopus,
1010921,Doctor Octopus (Ultimate),
1010689,Doctor Spectrum,
1009282,Doctor Strange,
1011358,Doctor Strange (Ultimate),
1011500,Doctor Voodoo,
1011235,Dog Brother #1,
1009277,Domino,
1010330,Donald Blake,
1009278,Doomsday Man,
1009279,Doop,
1010879,Doorman,
1017835,Dora Milaje,
1011195,Dorian Gray,
1009280,Dormammu,
1014992,Dormammu (Ultimate),
1017300,Dr. Strange (Marvel: Avengers Alliance),
1010677,Dracula,
1011247,Dragon Lord,
1009283,Dragon Man,
1010735,Drax,
1010368,Dreadnoughts,
1015007,Dreaming Celestial,
1011322,Druig,
1009284,Dum Dum Dugan,
1009285,Dust,
1009286,Earthquake,
1010785,Echo,
1010787,Eddie Brock,
1009396,Eddie Lau,
1010999,"Edward ""Ted"" Forrester",
1011072,Edwin Jarvis,
1011060,Ego,
1009287,Electro,
1010922,Electro (Ultimate),
1009288,Elektra,
1010923,Elektra (Ultimate),
1010355,Elements of Doom,
1009290,Elite,
1011082,Elixir,
1011122,Elloe Kaifi,
1010701,Elsa Bloodstone,
1017858,Emily Bright (Emily Bright),
1009310,Emma Frost,
1009291,Empath,
1009292,Emplate,
1010671,Enchantress (Amora),
1011432,Enchantress (Sylvie Lushton),
1011313,Ender Wiggin,
1010445,Energizer,
1011065,Epoch,
1009293,Erik the Red,
1010807,Eternals,
1011061,Eternity,
1010771,Excalibur,
1012378,Executioner (Skurge),
1009294,Exiles,
1009295,Exodus,
1009296,Expediter,
1011199,Ezekiel,
1011317,Ezekiel Stane,
1009248,Fabian Cortez,
1009297,Falcon,"With a mental connection to all birds and a suit that gives him wings to fly, The Falcon has been both the partner to Captain America and an Avenger himself. Whether as a super hero or in his secret identity of social worker Sam Wilson, The Falcon dedicates his life to standing up for others."
1017110,Falcon/Sam Wilson (MAA),"Recruited from S.H.I.E.L.D. by his hero and mentor Tony Stark, Falcon is the Avengers' newest and youngest recruit. Like Tony, Sam is a genius with machines and technology. What he lacks in experience, Sam makes up in enthusiasm and determination. Falcon's suit of armor comes fully stocked with holographic wings, explosive flechettes, and retractable talons."
1011143,Fallen One,
1009298,Famine,
1009299,Fantastic Four,"After being exposed to cosmic rays, Reed Richards, Susan Storm, Ben Grimm and Johnny Storm found they had amazing new powers. Reed Richards found he has the ability to stretch his body in any way he wanted, while Susan Storm can turn herself, objects and other people invisible. Ben Grimm transformed into a rocky, super-strong behemoth and Johnny Storm has the ability to set himself on fire. Dubbed the Fantastic Four, Mr. Fantastic, Invisible Woman, Thing and the Human Torch are Marvel's First Family."
1011013,Fantastic Four (Ultimate),
1011111,Fantastick Four,
1009301,Fantomex,
1011233,Fat Cobra,
1009335,Felicia Hardy,
1009302,Fenris,
1011213,Feral,
1009303,Fin Fang Foom,
1010868,Firebird,
1009304,Firebrand,
1014987,Firedrake,
1009305,Firelord,
1009306,Firestar,
1011222,Firestar (Ultimate),
1010880,Fixer (Paul Norbert Ebersol),
1010863,Flatman,
1010333,Flying Dutchman,
1009470,Foggy Nelson,
1009307,Force Works,
1009308,Forearm,
1009309,Forge,
1014993,Forge (Ultimate),
1011177,Forgotten One,
1009229,Frank Castle,
1011356,Frankenstein's Monster,
1009539,Franklin Richards,"The son of Reed Richards and Susan Storm of the Fantastic Four, Franklin may one day be the most powerful person on Earth. Right now, he's the son of a genius who finds adventure and fun around every corner."
1010980,Franklin Storm,Franklin Storm was the father of Susan and Johnny Storm.
1011240,Freak,
1012478,Frenzy,
1010799,Frightful Four,
1011389,Frog Thor,
1010670,Frog-Man,
1009377,Gabe Jones,
1009312,Galactus,
1011384,Galia,
1009313,Gambit,
1011201,Gamma Corps,
1010763,Gamora,
1017324,Gamora (Marvel War of Heroes),
1010832,Gargoyle,
1012512,Gargoyle (Isaac Christians),
1012513,Gargoyle (Yuri Topolov),
1011380,Garia,
1009383,Garrison Kane,
1009315,Gateway,
1009316,Gauntlet (Joseph Green),
1011248,Geiger,
1009556,Gene Sailors,
1011285,Generation X,
1009317,Genesis,
1011098,Genis-Vell,
1014974,George Stacy (Ultimate),
1010749,Gertrude Yorkes,
1010925,Ghost Rider (Daniel Ketch),
1009318,Ghost Rider (Johnny Blaze),
1017329,Ghost Rider (Marvel War of Heroes),
1017833,Ghost Rider (Robbie Reyes),
1011221,Giant Girl,
1009320,Giant Man,
1010720,Giant-dok,
1010926,Giant-Man (Ultimate),
1011055,Gideon,
1012571,Gilgamesh,
1014982,Git Hoskins,
1009321,Gladiator (Kallark),
1011256,Gladiator (Melvin Potter),
1009645,Glenn Talbot,"Major Glenn Talbot was member of United States Air Force, United States Army and Hulkbusters."
1011144,Glorian,
1009322,Goblin Queen,
1011374,Golden Guardian,
1010927,Goliath (Bill Foster),
1009324,Gorgon,
1012610,Gorgon (Inhumans),
1010731,Gorilla Man,
1011076,Grandmaster,
1012623,Graviton,
1010702,Gravity,
1011041,Great Lakes Avengers,
1014985,Green Goblin (Barry Norman Osborn),
1010928,Green Goblin (Harry Osborn),
1011435,Green Goblin (Norman Osborn),
1010929,Green Goblin (Ultimate),
1009326,Gressill,
1011420,Grey Gargoyle,
1011292,Greymalkin,
1009328,Grim Reaper,
1010743,Groot,
1009330,Guardian,
1011299,Guardians of the Galaxy,"A group of cosmic adventurers brought together by Star-Lord, the  Guardians of the Galaxy protect the universe from threats all  across space. The team also includes Drax, Gamora, Groot and Rocket  Raccoon!"
1009331,Guardsmen,
1010709,Gunslinger,
1009207,GW Bridge,
1009619,Gwen Stacy,"Peter Parker's first true love, Gwen Stacy was killed during a rescue attempt by Spider-Man, the guilt from which Peter has never overcome."
1014994,Gwen Stacy (Ultimate),
1011400,H.A.M.M.E.R.,
1009332,H.E.R.B.I.E.,
1011391,Hairball,
1009333,Half-Life (Tony Masterson),
1009334,Hammerhead,
1014995,Hammerhead (Ultimate),
1011490,Hank Pym, 
1011091,Hannibal King,
1009348,Happy Hogan,
1010821,Hardball,
1011185,Harley Davidson Cooper,
1009336,Harpoon,
1011069,Harrier,
1009339,Harry Heck,
1009486,Harry Osborn,
1011218,Harry Osborn (Ultimate),
1010816,Hate-Monger (Adolf Hitler),
1009337,Havok,
1009338,Hawkeye,
1010808,Hawkeye (Kate Bishop),
1017311,Hawkeye (Marvel Heroes),
1011131,Hawkeye (Ultimate),
1017108,Hawkeye/Clint Barton (MAA),"Hawkeye is an expert archer with an attitude just as on-target as his aim. His stealth combat experience and his ability to hit any target with any projectile make him a valuable member of the Avengers. However, he refuses to let things get too serious, as he has as many jokes as he does arrows!"
1012767,Hecate (Ravonna Renslayer),
1011046,Hedge Knight,
1011482,Hela,"Hela was born ages ago to the being who would one day be called Odin and a goddess whose name and image have been lost in antiquity. On the day of her maturity, Odin appointed her goddess and ruler of the northernmost realms of the dead. Her special dominion was over the souls of all who did not die in battle, while Odin himself built the palace Valhalla to house the souls of all of those who died as heroes. In recent years, when Odin&rsquo;s attention had strayed from the maintenance of Valhalla, Hela tried to annex that realm to her own, hoping to consolidate her power over all Asgard&rsquo;s dead. Eventually Odin grew aware of her ambitions and opposed them. In the course of battle, Odin&rsquo;s band of Valkyries, the custodians of Valhalla, lost their physical forms, no longer able to travel from Valhalla except in their wraith-like astral forms. Hela gave up her contest for Valhalla when Odin vowed to keep better watch over it in future, and she returned to her realms."
1010351,Hellcat (Patsy Walker),
1009340,Hellfire Club,
1014996,Hellfire Club (Ultimate),
1010678,Hellion,
1011044,Hellions (Squad),
1009341,Hemingway,
1011371,Henry Peter Gyrich,
1009342,Hepzibah,
1009343,Hercules,
1010759,Heroes For Hire,
1011274,Hex,
1011300,High Evolutionary,
1010839,Hindsight Lad,
1010703,Hiroim,
1011442,Hit-Monkey,
1009345,Hitman,
1011383,Hitomi Sakuma,
1010930,Hobgoblin (Jason Macendale),
1010931,Hobgoblin (Robin Borne),
1009347,Hobgoblin (Roderick Kingsley),
1009349,Holocaust (Age of Apocalypse),
1009350,Holy,
1017844,Honey Badger (Gabrielle Kinney),
1011428,Hope Summers,
1009557,Howard Saint,
1010373,Howard The Duck,
1009351,Hulk,"Caught in a gamma bomb explosion while trying to save the life of a teenager, Dr. Bruce Banner was transformed into the incredibly powerful creature called the Hulk. An all too often misunderstood hero, the angrier the Hulk gets, the stronger the Hulk gets."
1017098,Hulk (HAS),"The Hulk is the biggest, strongest, smashing-est hero in the Marvel Universe - the green glue that holds his crazy family-like team together. Hulk loves saving the world by smashing every alien, sea creature, and planet (literally) that tries to destroy it. He is the star of his best bud A-Bomb's web series, and just wants to show people his good intentions!"
1017333,Hulk (LEGO Marvel Super Heroes),
1011118,Hulk (Marvel Zombies),
1017303,Hulk (Marvel: Avengers Alliance),
1011005,Hulk (Ultimate),
1010721,Hulk-dok,
1017107,Hulk/Bruce Banner (MAA),"Scientist Bruce Banner was transformed into the Hulk as a result to gamma radiation exposure. Over 8 feet tall and weighing 1,040 pounds, it's Hulk's strength that makes him the strongest hero in the Marvel Universe! Hulk smashes all threats that dare disturb the peace and friendship he has found in the Avengers. "
1009355,Hulkling,
1010343,Human Cannonball,
1011415,Human Fly (Richard Deacon),
1010722,Human Robot,
1009356,Human Torch,
1010932,Human Torch (Jim Hammond),
1011102,Human Torch (Ultimate),
1010675,Humbug,
1009357,Husk,
1009358,Hussar,
1009359,Hydra,
1009360,Hydro-Man,
1009361,Hyperion (Earth-712),
1011246,Hypno-Hustler,
1009362,Iceman,
1010933,Iceman (Ultimate),
1017475,Iceman (X-Men: Battle of the Atom),
1011077,Ikaris,
1010758,Illuminati,
1009529,Ilyana Rasputin,
1012923,Immortus,
1011273,Imp,
1011089,Imperfects,
1009363,Imperial Guard,
1009364,Impossible Man,
1011063,In-Betweener,
1011064,Inertia,
1011146,Infant Terrible,
1009365,Inhumans,
1011293,Ink,
1011024,Invaders,
1009366,Invisible Woman,
1017301,Invisible Woman (Marvel: Avengers Alliance),
1010934,Invisible Woman (Ultimate),
1011379,Iron Cross Army,
1011318,Iron Fist (Bei Bang-Wen),
1009367,Iron Fist (Danny Rand),
1010888,Iron Fist (Orson Randall),
1011413,Iron Fist (Quan Yaozu),
1016839,Iron Fist (USM),"Danny is always focused yet relaxed - more Zen-focused than chill surfer dude. But when Danny turns into Iron First, he becomes very rigid with perfect posture. A very Yin/Yang character. 

Danny is THE Danny Rand â€“ the 17-year-old head of the giant Rand Corporation.  His wealth rivals Osbornâ€™s â€“ but youâ€™d never know it from his laid- back attitude. However, as Iron Fist, he takes his powers very seriously. 

While Danny and Luke are best friends, Danny has a special respect for Spider-Man, acting as a non-judgmental moral commentator on all of Spider-Manâ€™s actions. "
1011412,Iron Fist (Wu Ao-Shi),
1010704,Iron Lad,
1009368,Iron Man,"Wounded, captured and forced to build a weapon by his enemies, billionaire industrialist Tony Stark instead created an advanced suit of armor to save his life and escape captivity. Now with a new outlook on life, Tony uses his money and intelligence to make the world a safer, better place as Iron Man."
1017320,Iron Man (Iron Man 3 - The Official Game),
1017294,Iron Man (LEGO Marvel Super Heroes),
1017310,Iron Man (Marvel Heroes),
1017326,Iron Man (Marvel War of Heroes),
1010935,Iron Man (Ultimate),
1017104,Iron Man/Tony Stark (MAA),"Tony Stark is the genius inventor/billionaire/philanthropist owner of Stark Industries. With his super high-tech Iron Man suit, he is practically indestructible, able to fly, and has a large selection of weapons to choose from - but it's Tony's quick thinking and ability to adapt and improvise that make him an effective leader of the Avengers.        "
1009371,Iron Monger,
1009487,Iron Patriot,
1009538,Iron Patriot (James Rhodes),"U.S. Air Force pilot and Tony Stark's friend who has his own suit of Iron Man armor, nicknamed, ""War Machine."""
1010844,Ironclad,
1017831,Ironheart (Riri Williams),
1011876,Isaiah Bradley,Isaiah Bradley was an African-American solider that was turned into a super-soldier by Project: Rebirth and grandfather of the Patriot.
1009372,J. Jonah Jameson,
1010736,Jack Flag,
1010786,Jack Murdock,
1010766,Jack O' Lantern,
1011251,Jack Power,
1011288,Jackal,
1011259,Jackpot,
1010775,James Buchanan Barnes,
1010777,James Howlett,
1011343,Jamie Braddock,
1010329,Jane Foster,
1010878,"Janus, the Nega-Man",
1009597,Jasper Sitwell,
1011344,Jazinda,
1009496,Jean Grey,
1009327,Jean Grey,
1010946,Jean Grey (Ultimate),
1009604,Jennifer Smith,
1011404,Jeryn Hogarth,
1010667,Jessica Drew,
1009378,Jessica Jones,
1009373,Jetstream,
1009374,Jigsaw,
1011105,Jimmy Woo,Jimmy Woo is a former FBI and SHIELD agent from the '50s who now leads the Agents of Atlas in the present.
1009375,Joan the Mouse,
1009376,Jocasta,
1011171,John Farson,
1010812,John Jameson,
1009500,John Porter,
1009721,John Wraith,"A mutant with teleportation powers, Wraith served with Wolverine, Sabretooth, Maverick and Silver Fox in Team X, a covert operations unit formed by Weapon X."
1009196,Johnny Blaze,
1009630,Johnny Storm,
1009380,Joseph,
1010938,Joshua Kane,
1010937,Josiah X,
1011033,Joystick,
1009381,Jubilee,
1010936,Jubilee (Age of Apocalypse),
1009382,Juggernaut,
1010772,Jule Carpenter,
1010679,Julian Keller,
1011314,Junta,
1010760,Justice,
1011310,Justin Hammer,
1011081,Ka-Zar,
1011193,Kabuki,
1009384,Kang,
1014983,Karen O'Malley,
1011357,Karen Page,
1011386,Karma,
1009385,Karnak,
